Franchise Number,Name,Owner,Address,City,State,Zip
12046,Lewiston-Auburn,"Cox, Shawn",546 Poland Road,Auburn,ME,04210-
12047,Oxford/South Paris,"Cox, Shawn",546 Poland Road,Auburn,ME,04210-
12048,"North Port NE, Desoto County","Helmling, Robert & Lisa",1650 Lantana Avenue Unit A,Englewood,FL,34224-
12051,Erie,"Uhl, Jr., William J.",2808 State Street Suite 101,Erie,PA,16508-
12052,"Mission District, Potrero Hill","Drake, Roy",2065 Williams Street,San Leandro,CA,94577-
12053,"North Shasta, Trinity & Greater Tehama Counties","Bouchard, Daniel & Teresa L. & Bouchard, Breanna F.",5070 Mountain Lakes Blvd,Redding,CA,96003-
12054,"Rosemount, Northfield, Hastings","Benfante, Samuel J.",20765 Holyoke Avenue,Lakeville,MN,55044-
12055,Southeast Cobb,"Johnston, Rachel & Rogers, Derek & Astin, Danielle",4031 Fambrough Drive,Powder Springs,GA,30127-
12056,North Saint Paul/White Bear Lake,"Short, Jeffrey M. & Anne M. & Short, Bethny A. & Short, Justin P.",1457 Marshall Avenue Unit B,Saint Paul,MN,55104-
12057,Hershey/Harrisburg East,"Levin, Oleg",218 Hershey Road,Elizabethtown,PA,17022-
12058,Lebanon County,"Levin, Oleg",218 Hershey Road,Elizabethtown,PA,17022-
12059,Burlington/Middlebury,"La Brie, Colin D. & Michaela S.",45 Commerce Avenue Unit 1,S Burlington,VT,05403-
12060,"Westfield, Southwick","Press, Ilya I.",71A Ramah Circle South,Agawam,MA,01001-
12061,Center Line,"Dawood, Sail H.",54782 Whitby Way,Shelby Township,MI,48316-
12062,St. Louis County Northeast,"Mattingly, Jeffrey M. & Kim S.",660 Goddard Avenue,Chesterfield,MO,63005-
12064,Golden/Wheat Ridge/Evergreen,"Landers, James & Shafekah R.",504 Violet Street,Golden,CO,80401-
12065,"Ken Caryl, Dakota Ridge","Landers, James & Shafekah R.",504 Violet Street,Golden,CO,80401-
12066,Central Cincinnati,"Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S.",2115 Schappelle Lane,Cincinnati,OH,45240-
12067,Western Lake County,"Zubricki, Patricia & Zubricki, Anthony F. & Zubricki, Amanda L. & Zubricki, Stephanie L.",5262 S. Kolmar Avenue,Chicago,IL,60632-
12068,"Farmington, Avon","Luciani, Mario G. & Mazzone, Brian P. & Richitelli, John S.",525 New Britain Avenue,Farmington,CT,06085-
12069,Bristol,"Luciani, Mario G. & Mazzone, Brian P. & Richitelli, John S.",147 Central Street,Bristol,CT,06010-
12070,"Lower Manhattan, West Village","Citrangola, Robert E.",5 Franklin Place Unit 9D,New York,NY,10013-
12071,Omaha Northwest,"Toft, Lathe R. & Nicole L.",10512 Bondesson Circle,Omaha,NE,68122-
12072,Bangor/Ellsworth,"Cox, Shawn",34 Dave's Way,Hermon,ME,04401-
12073,Bar Harbor,"Cox, Shawn",34 Dave's Way,Hermon,ME,04401-
12074,The Main Line,"May, Jr., Michael",602 Jeffers Cr,Exton,PA,19341-
12075,Central Chester County,"May, Jr., Michael",602 Jeffers Cr,Exton,PA,19341-
12076,Lowell,"Taylor (Couturier), Steven & Taylor (Couturier), David",148 B Tanner Street,Lowell,MA,01852-
12077,South Tucson,"Thole, Kevin A. & Hulsey, Matthew",2004 E. Irvington Road #308,Tucson,AZ,85714-
12078,Ooltewah,"Cuthbertson, Jeffrey & Jessica",5463 Watkins Street,Ooltewah,TN,37363-
12079,Aiken,"York, Jimmy & Gina & Cory, Patrick T. & Joanna M.",4354 Whiskey Road,Aiken,SC,29803-
12080,"Huron, Sanilac and North Tuscola Counties","Paquette, Brayton R.",2304 W Sanilac Road,Caro,MI,48723-
12081,"Gary, Whiting","Zubricki, Patricia & Zubricki, Anthony F. & Zubricki, Amanda L. & Zubricki, Stephanie L.",5262 S. Kolmar Avenue,Chicago,IL,60632-
12082,"Lincoln Park, Kearny","Citrangola, Robert E.",1 Jacobus Avenue,Kearny,NY,07032-
12083,"North Secaucus, North Hudson County","Citrangola, Robert E.",7801 Tonnelle Avenue,North Bergen,NJ,07047-
12084,Southwest Cobb,"Johnston, Rachel & Rogers, Derek & Astin, Danielle",4031 Fambrough Drive,Powder Springs,GA,30127-
12085,Lakewood North,"Landers, James & Shafekah R.",504 Violet Street,Golden,CO,80401-
12086,Lakewood South,"Landers, James & Shafekah R.",504 Violet Street,Golden,CO,80401-
12087,North Augusta,"York, Jimmy & Gina & Cory, Patrick T. & Joanna M.",4354 Whiskey Road,Aiken,SC,29803-
12088,Central Cary,"Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
12089,"East Raleigh, Zebulon, Knightdale","Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
12090,"Morrisville, RDU","Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
12091,North Durham,"Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
12092,"Southeast Raleigh, Garner","Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
12093,Wake Forest,"Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
12094,"Northeast Austin, The Domain","Jones, David D. & Zander, Bryan",2420 Patterson Industrail Drive,Pflugerville,TX,78660-
12099,East Riverside City,"Schmidt, Christopher & Alexsandra",9825 Magnolia Avenue Suite B311,Riverside,CA,92503-
12100,Apex,"Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
12101,Central Raleigh,"Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
12102,"North Central Raleigh, Millbrook","Bisig, Justin & Bisig, Brandon",3216 Spottsville Street #107,Raleigh,NC,27615-
12103,Johnson City and Washington County,"Lindsay, Jackson P.",3204 Hanover Road Suite A,Johnson City,TN,37604-
12104,Greene County,"Lindsay, Jackson P.",3204 Hanover Road Suite A,Johnson City,TN,37604-
12105,Gainesville West,"Farrell, James C.",12802 Dupont Circle,Tampa,FL,33626-
12106,Azusa/Covina,"Reynolds, Nick & Caroline",837 N. Glendora Avenue,Covina,CA,91724-
12107,Alachua County West,"Farrell, James C.",3210 SW 40th Blvd Suite C,Gainesville,FL,32608-
12108,Indianapolis South,"Miller, Randy & Tina",325 N Vine Street,Plainfield,IN,46168-
12109,Hendricks County South,"Miller, Randy & Tina",5724 Green Street FL 2,Brownsburg,IN,46112-
12110,Northwest Long Beach,"Tohme, Hayssam Mohamad",1350 Daisy Avenue,Long Beach,CA,90813-
12111,West Coral Springs/West Parkland,"Locandro, Russell J. & Jennifer A.",15951 SW 41st Street Suite 300,Davie,FL,33331-
12112,Plantation,"Locandro, Russell J. & Jennifer A.",15951 SW 41st Street Suite 300,Davie,FL,33331-
12113,North Kitsap County,"Leavens, Paul & Amy",3439 State Hwy 3 W,Bremerton,WA,98312-
12114,Grays Harbor & Pacific Counties,"Leavens, Paul & Amy",303 S I Street,Aberdeen,WA,98520-
12115,Northwest Portland,"Landers, James & Shafekah R.",6710 N. Catlin Avenue,Portland,OR,97203-
12116,"Lake Oswego, West Linn","Landers, James & Shafekah R.",6710 N. Catlin Avenue,Portland,OR,97203-
12117,Tigard,"Landers, James & Shafekah R.",6710 N. Catlin Avenue,Portland,OR,97203-
12118,Beaverton Southwest,"Landers, James & Shafekah R.",6710 N. Catlin Avenue,Portland,OR,97203-
12119,Newport News,"Bahen, Andrew M. & Bahen, Theresa C. & Bahen, Thomas & Bahen, Jr., Andrew & Duffy, William M.",2244 Steppingstone Square,Chesapeake,VA,23320-
12120,Kempsville/Military Circle,"Bahen, Andrew M. & Theresa C. & Bahen, Thomas & Bahen, Jr., Andrew & Duffy, William M.",2244 Steppingstone Square,Chesapeake,VA,23320-
12121,Gainesville,"Northen, Rick R. & Maddux, Brenton J.",1677 A Oakbrook Drive,Gainesville,GA,30507-
12122,Danville,"Adefolaju, Babatunde & Mojisola",5165 Commercial Circle #A,Concord,CA,94520-
12123,West Concord,"Adefolaju, Babatunde & Mojisola",5165 Commercial Circle #A,Concord,CA,94520-
12124,Central Kitsap County,"Leavens, Paul & Amy",3439 State Hwy 3 W,Bremerton,WA,98312-
12125,South Kitsap County,"Leavens, Paul & Amy",3439 State Hwy 3 W,Bremerton,WA,98312-
12128,Greenwood,"Miller, Randy & Tina",110 Tank Street,Greenwood,IN,46143-
12129,Hendricks County North,"Miller, Randy & Tina",325 N Vine Street,Plainfield,IN,46168-
12130,"Indianapolis Southwest, Mooresville","Miller, Randy & Tina",325 N Vine Street,Plainfield,IN,46168-
12131,"Lafayette, Jamestown","Craighead, Phillip Lee",1284 Boyd Farris Road,Cookeville,TN,38506-
12132,South Hall County,"Northen, Rick R. & Maddux, Brenton J.",1677 A Oakbrook Drive,Gainesville,GA,30507-
12133,Central Garden Grove,"Cuthbertson, Matthew A. & Browne, Michael",1060 Calle Negocio Suite B,San Clemente,CA,92673-
12134,Gresham,"Carley, Jayson & Heather",21640 SE Stark Street,Gresham,OR,97030-
12135,Oregon City/Sandy,"Carley, Jayson & Heather",3300 NW 185th Avenue #205,Portland,OR,97229-
12136,North East Portland,"Carley, Jayson & Heather",3300 NW 185th Avenue,Portland,OR,97229-
12137,South & West Charleston,"Reed, Alan F. & Corral, Manuel T. & Barber, Darryn",5904 Savannah Hwy,Ravenel,SC,29470-
12138,"Tualatin, Sherwood","Landers, James & Shafekah R.",6710 N. Catlin Avenue,Portland,OR,97203-
12139,Fresno Northwest,"McCann, Joseph & McCann, Ryan",287 W. Fallbrook Avenue #104,Fresno,CA,93711-
12140,Hazel Park,"Dawood, Sail H.",54782 Whitby Way,Shelby Township,MI,48316-
12141,"Jurupa Valley, Mira Loma","Paris, Alin & Lacatus, Diane Elena","1802 Commercenter West, Suite G",San Bernardino,CA,92408-
12142,West Bend,"Kaun, Ryan W. & Van Niekerk, Johan D.",2395 W Washington Street Suite 204,West Bend,WI,53095-
12143,Newark Southeast,"Marinello, Salvatore & Vita","427 Whitehead Avenue, Unit 1",South River,NJ,08882-
12144,"Tinley Park, Midlothian","Nichols, Robert L. & Kata L.",1725 N. Boudreau Road,Manteno,IL,60950-
12145,Meridian,"Boyd, Travis E. & Haley W.",329 Hawkins Crossing Road,Meridian,MS,39301-
12146,"Livingston, Demopolis & Butler","Boyd, Travis E. & Haley W.",10 Hazel Street,Centreville,AL,35042-
12147,"Norco, Eastvale","Paris, Alin & Lacatus, Diane Elena",1802 Commercenter West Suite G,Bernardino,CA,92408-
12148,East Flatbush,"Luzzi, Dion M.",30-31 60th Street,Woodside,NY,11377-
12149,White Plains,"Bregman, Alan",67 Grant Avenue,Harrison,NY,10528-
12150,New Rochelle,"Bregman, Alan",67 Grant Avenue,Harrison,NY,10528-
12151,West York/Hanover,"Wall, Jr., James R. & Wall, Patricia A.",444 Railroad Avenue,Camp Hill,PA,17011-
12152,"Hollis, Peterborough and Weare","Fox, Jonathan Ray",5 Greenledge Street,Salem,MA,01970-
12153,"Hooksett, Raymond & Epping","Fox, Jonathan Ray",96 Calef Highway,Epping,NH,03042-
12154,"Memorial West, Bear Creek","Mayhall, T. John & Amanda & Mayhall, Christopher L.",13202 Weiman Road,Houston,TX,77041-
12155,"Spring Branch North, Fairbanks","Mayhall, T. John & Amanda & Mayhall, Christopher L.",13202 Weiman Road,Houston,TX,77041-
12156,Jersey Village,"Mayhall, T. John & Amanda & Mayhall, Christopher L.",13202 Weiman Road,Houston,TX,77041-
12157,"Corning, Bath","Sepe, Justin & Yurka, Danielle Sepe & Travis, Nicole",PO Box 761,Corning,NY,14830-
12158,"Barre, Montpelier","Paul, Derek A. & Paul, Ryan R.",84 S. Main Street Unit 3,Barre,VT,05641-
12163,Wilkes and Alleghany Counties,"Williams, Randy S. & Kim A.",121 Falls Avenue,Granite Falls,NC,28630-
12164,Watauga and Ashe Counties,"Williams, Randy S. & Kim A.",121 Falls Avenue,Granite Falls,NC,28630-
19000,Downtown San Antonio/Team Simonis,"Simonis, Erik A. & Samantha S.",4040 Broadway Suite 240,San Antonio,TX,78209-
19001,Downtown Denver/Team Olson,"Olson, Erik S. & Kristine C. & Beck, Scott",9085 Marshall Court,Westminster,CO,80031-
19002,Downtown Salt Lake City/Team Hamann,"Hamann, Thomas Scott & Ashley Larene",967 West 240 North,Lindon,UT,84042-
19003,Downtown Minneapolis/Team Hickman,"Hickman, Shaun D.",208 Dundas Road,Monticello,MN,55367-
19004,Downtown Houston/Team Wilson,"Wilson, David Benjamin & Wilson, Phillip Brady",2000 Huntley Parkway,Pelham,AL,35124-
19005,Downtown Dallas/Team Wilson,"Wilson, David Benjamin & Wilson, Phillip Brady",2000 Huntley Parkway,Pelham,AL,35124-
19006,Downtown Nashville/Team Dixon,"Dixon, Robert M. & Jessica L.",2322 Clifton Avenue,Nashville,TN,37209-
19007,Downtown Nashville/Team Bisig,"Bisig, Justin & Bisig, Brandon",880 Butler Drive Suite A,Murfreesboro,TN,37127-
19008,Downtown Nashville/Team Isaacson,"Isaacson, Michael A. & Katherine",501 Union Street Suite 512,Nashville,TN,37219-
19009,Downtown Houston/Team Shaw,"Shaw, Derek D. & Gabrielle G. & Meacham, Randy & Susan",2436 Peyton Road,Houston,TX,77032-
19010,Downtown Minneapolis/Team Clemente,"Clemente, Scott",6031 Culligan Way,Minnetonka,MN,55345-
19011,Downtown St. Paul/Team Clemente,"Clemente, Scott",6031 Culligan Way,Minnetonka,MN,55345-
19012,Uptown Charlotte/Team Cox,"Cox, J. Daniel & Benkeser, Penny",9006 Perimeter Woods Drive Suite C,Charlotte,NC,28216-
19013,Uptown Charlotte/Team Bowen,"Bowen, Brian H. & Bowen, Bruce H.",7531 State Road 2848,Charlotte,NC,28213-
19014,Downtown San Antonio/Team Friermuth,"Friermuth, K. Doug & Friermuth, Kevin D.",1222 Old Martindale Road,San Marcos,TX,78666-
19015,Downtown Dallas/Team Shaw,"Shaw, Derek D. & Gabrielle G.",3717 Commerce Place Suite E,Bedford,TX,76021-
19016,Downtown Baton Rouge/Team Burychka,"Burychka, Darren",11923 Cloverland Avenue,Baton Rouge,LA,70809-
19017,Downtown Houston/Team Olson,"Olson, Erik S. & Kristine C. & Highsmith, Benjamin D. & Natalie N. & Beck, Scott",33550 Decker Prairie Road,Magnolia,TX,77355-
19018,Downtown Fort Worth/Team Shaw,"Shaw, Derek D. & Gabrielle G.",2045 Grayson Drive,Grapevine,TX,76051-
19019,Downtown Denver/Team Ellerbroek,"Ellerbroek, Travis J. & Ellerbroek Jr., Michael J. & Ellerbroek, Joseph A. & Ellerbroek, Nicholas J.",14101 E Otero Avenue Suite 500,Englewood,CO,80112-
19020,Downtown New Orleans/Team MLR,"Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R.",1215 Prytania Street Suite 201,New Orleans,LA,70130-
19021,Downtown Salt Lake City/Team Grimstead,"Grimstead, Joshua S. & Jeanene","900 N. 400 W., #4",North Salt Lake,UT,84054-
19022,Downtown New Orleans/Team MNB,"Betz, Jeffrey L. & McDaniel, Wilbur G. & Betz, Blake J. & Neathery, Timothy J.",9454 S. Choctaw Drive,Baton Rouge,LA,70815-
19023,Downtown Baton Rouge/Team MNB,"Betz, Jeffrey L. & McDaniel, Wilbur G. & Betz, Blake J. & Neathery, Timothy J.",9454 S. Choctaw Drive,Baton Rouge,LA,70815-
19024,Downtown Pensacola,"Carter, Benjamin Kyle",3345 Addison Drive,Pensacola,FL,32514-
19025,Downtown Chicago/Team Nichols,"Nichols, Robert L. & Kata L.",30 N. Michigan Avenue #702,Chicago,IL,60602-
19026,Downtown Chicago/Team Nitzsche,"Nitzsche, Grant & Alissa",20 Danada Square West #252,Wheaton,IL,60187-
19027,Downtown Chicago/Team PM,"Pietranek, Richard & Murphy, Jerome",1098 Johnson Drive,Buffalo Grove,IL,60089-
19028,Downtown Chicago/Team Zubricki,"Zubricki, Frank G. & Patricia & Zubricki, Anthony F.",1016 W. Jackson Blvd #320,Chicago,IL,60607-
19029,Downtown Austin/Team Olson,"Olson, Erik S. & Kristine C. & Highsmith, Benjamin D. & Natalie N. & Beck, Scott",7019 Burleson Road,Austin,TX,78744-
19030,Downtown Philadelphia/Team Fabiani,"Fabiani, Vincent G.",5127 Lancaster Avenue,Philadelphia,PA,19131-
19031,Downtown Philadelphia/Team Lutz,"Lutz, Steven","777 Schwab Road, Suite P",Hatfield,PA,19440-
19032,Downtown Philadelphia/Team Paparone,"Paparone, Michael David",890 Tennis Avenue,Bensalem,PA,10902-
19033,Downtown Cincinnati/Team Roberts & Parsons,"Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S.",2115 Schappelle Ln,Cincinnati,OH,45240--2724
19034,Downtown Louisville,"Phillips, Jason & Smith, Jeff D.",612 Gordon Lane,Shelbyville,KY,40065-
19035,Downtown Cincinnati/Team Phillips & Smith,"Phillips, Jason & Smith, Jeff D.",84 Cummings Drive,Walton,KY,41094-
19036,Downtown Austin/Team Jones,"Jones, David D. & Zander, Bryan",2420 Patterson Industrial Drive,Pflugerville,TX,78660-
19037,Downtown Honolulu/Team Maras,"Maras, Andrew J. & Glenna R.",45-546 Unit D Kamehameha Hwy,Kaneohe,HI,96744-
19038,Downtown Pittsburgh/Team Dobson,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.",3600 Youngstown Road SE,Warren,OH,44484-
19039,Downtown Orlando/Team Cuthbertson,"Cuthbertson, Jeffrey & Jessica",7703 Kingspointe Pkwy Suite 800,Orlando,FL,32819-
19040,Downtown Pittsburgh/Team Wall,"Wall, Jr., James R. & Wall, Patricia A.",1951 Lincoln Highway,North Versailles,PA,15137-
19041,Downtown St. Paul/Team Rossum,"Rossum, Trevor R.",2985 Lone Oak Circle,Eagan,MN,55121-
19042,Downtown Kansas City,"Bates, Cory & Hogan, Michael",3323 Roanoke Road,Kansas City,MO,64111-
19043,Downtown Minneapolis/Team Bates & Hogan,"Bates, Cory & Hogan, Michael",1480 County Road C West,Roseville,MN,55113-
19044,Downtown Tucson,"Thole, Kevin A. & Hulsey, Matthew",3650 North Oracle Road,Tucson,AZ,85705-
19045,Downtown Jacksonville,"Clark, Bryce A.",1716 Harper Street,Jacksonville,FL,32204-
19046,Downtown Omaha,"Marchese, Matthew Michael & Lindy R.",1706 Galvin Road S,Bellevue,NE,68005-
19047,Downtown Los Angeles/Team Reed,"Reed, Alan F. & Corral, Manuel T. & Barber, Darryn",16601 Ventura Blvd. 4th Floor,Encino,CA,91436-
19048,Downtown Indianapolis/Team Olson,"Olson, Erik S. & Kristine C. & Highsmith, Benjamin D. & Natalie N. & Beck, Scott",1205 Country Club Road,Indianapolis,IN,46234-
19050,Downtown Fort Worth/Team Nicholson,"Nicholson, Thomas Brent & Millan, Leo",7435 Pebble Drive,Ft Worth,TX,76118-
19051,Downtown Memphis,"Nicholson, Thomas Brent & Millan, Leo",3215 Appling Road,Bartlett,TN,38133-
19052,Downtown Orlando/Team Nicholson,"Nicholson, Thomas Brent & Millan, Leo",7576 S Orange Avenue,Orlando,FL,32809-
19053,Downtown San Francisco/Team Drake,"Drake, Roy",2065 Williams Street,San Leandro,CA,94577-
19054,Downtown Detroit/Team Miller,"Miller, Randy & Tina","2937 E Grand Blvd, Suite 311",Detroit,MI,48202-
19055,Downtown Columbus/Team Parker,"Parker, Kenneth N. & Pack, Ronnie D. & Hinders, Nathan P. & Malka, Ramy M. & Rogaliner, Jane E.",7440 Pingue Drive,Columbus,OH,43085-
19056,Downtown Toledo,"Fosdick, Michal",385 Osage Drive,Maumee,OH,43537-
19057,Downtown Raleigh,"Bisig, Justin & Bisig, Brandon",3216 Spottswood Street #107,Raleigh,NC,27615-
19058,Downtown Indianapolis/Team Miller,"Miller, Randy & Tina",333 N Alabama Street Suite 350,Indianapolis,IN,46204-
19059,Downtown Los Angeles/Team Jeffries,"Jeffries, Daniel & Amin, Arezo",8484 Wilshire Blvd Suite 605,Beverly Hills,CA,90211-
50004,Calgary South,"Edwards, Fred & Edwards, Michael A. & Edwards, Eric S.",5730 Burbank Road SE,Calgary,AB,T2H 1-Z4
50009,Guelph,"MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558 Massey Road,Guelph,ON,N1K 1-B4
50013,Barrie,"Robertson, Alexander W. & Long, Jennifer","1237 Bayfield Street, Unit A",Midhurst,ON,L9X 0-N6
50017,Kelowna,"Kraft, Troy M.",2-656 Willow Park Road,Kelowna,BC,V1X 5-C4
50020,Peterborough,"Gallant, Timothy J.",6 Davis Street,Bethany,ON,L0A1A-0
50021,North Mississauga,"Parsons, Gregory H.",889 Pantera Drive Unit 6,Mississauga,ON,L4W 2-R9
50023,Abbotsford,"Han, Fei & Ou, Wei Dong",143 & 144 2238 Queen Street,Abbotsford,BC,V2T 0-B7
50024,North Vancouver,"Zakeri, Thomaj",#403 1641 Lonsdale Avenue,North Vancouver,BC,V7M 2-J5
50026,Muskoka,"Crickard, James J.",200 Industrial Road,Gravenhurst,ON,P1P1X-4
50028,Central Vancouver,"Han, Fei & Ou, Wei Dong",143-2238 Queen Street,Abbotsford,BC,V2T 0-B7
50029,"Hamilton, Mohawk","Robertson, Alexander W. & Unal, Brian A.",36 Ditton Drive Unit 1 & 2,Hamilton,ON,L8W 0-A9
50030,Cambridge,"MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558-Massey Road,Guelph,ON,N1K1B-4
50031,"Kitchener, Centreville","MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558 Massey Road,Guelph,ON,N1K1B-4
50032,"Kitchener, Forest Hill","MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558 Massey Road,Guelph,ON,N1K1B-4
50033,"Kitchener, Waterloo","MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558 Massey Road,Guelph,ON,N1K1B-4
50034,"Toronto, Riverdale","MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558 Massey Road,Guelph,ON,N1K1B-4
50035,"Toronto, Mount Pleasant","MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558 Massey Road,Guelph,ON,N1K1B-4
50036,"Toronto, Oakwood Village","MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558 Massey Road,Guelph,ON,N1K1B-4
50037,"Toronto, High Park","MacLeod, Keith A. & Olson, Erik S. & Kristine C. & Beck, Scott",2-558 Massey Road,Gurlph,ON,N1K1B-4
50038,"Ottawa, Vanier","Shaath, Yousef Joe",1200 Rainbow Street,Gloucester,ON,K1J6X-9
50039,"Georgetown, Acton","Randhawa, Iqbal S.",8786 Wellington Road 50,Acton,ON,L7J2L-9
50040,Calgary Skyview,"Edwards, Fred & Edwards, Michael A. & Edwards, Eric S.",5730 Burbank Road SE,Calgary,AB,T2H1Z-4
50041,Calgary Southeast,"Edwards, Fred & Edwards, Michael A. & Edwards, Eric S.",5730 Burbank Road SE,Calgary,AB,T2H1Z-4
50042,"St. Catharines, Niagara Falls North","Robertson, Alexander W. & Unal, Brian A.",36 Ditton Drive,Hamilton,ON,68W0A-9
50043,Prince Edward Island,"MacDonald, Christopher Logan",28 Greensview Drive,Charlottetown,PE,CIA6C-3
